"Country Name,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020"","
Indonesia,0.001083435,0.001229828,0.002691028,0.003681362,0.005148136,0.007254397,0.009975007,0.01328769,0.018933653,0.027999828,0.040235675,0.106961074,0.281397471,0.45170293,0.518080989,1.064624884,1.734793002,3.041097585,5.382829775,8.395123044,13.5864546,20.73007286,27.82291059,40.18813746,59.70118703,68.59298249,87.36986824,101.9132298,113.4883118,124.392499,127.6154409,131.1804585,147.4150225,164.44059,119.3387219,126.1069128
