Data,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019;;;;;;;
Pengangguran,5.46,6.36,6.08,8.1,9.06,9.67,9.86,10.75,10.365,9.43,8.425,8.005,7.275,7.22,6.25,6.025,5.82,5.995,5.555,5.415,5.2,5.105;;;;;;;
